grb,time _ut_,trigger number,bat ra _j2000_,bat dec _j2000_,bat 90_ error radius _arcmin_,bat t90 _sec_,bat fluence _15_150 kev_ _10__7 erg_cm_2_,bat fluence 90_ error _15_150 kev_ _10__7 erg_cm_2_,bat 1_sec peak photon flux _15_150 kev_ _ph_cm_2_sec_,bat 1_sec peak photon flux 90_ error _15_150 kev_ _ph_cm_2_sec_,bat photon index _15_150 kev_ _pl _ simple power_law_ cpl _ cutoff power_law_,bat photon index 90_ error _15_150 kev_,hardness ratio,epeak,satellite_source,grb_class
160703A,12:10:05,702699,287.414,36.913,1.0,44.4,90,2.0,5.8,0.3,"1.34, PL",0.04,0.61619985,0.0,Swift BAT,
160630A,04:04:09,702252,198.238,-56.029,1.4,29.50,12,1.0,1.2,0.2,"1.32, PL",0.14,0.6306367,0.0,Swift BAT,
160625A,22:40:31,701503,176.939,-65.142,1.0,53.9,33,1.0,3.0,0.2,2.08,0.07,0.26015654,0.0,Swift BAT,
160624A,11:27:01,701288,330.21,29.667,2.6,0.2,0.40,0.09,0.5,0.1,"0.57, PL",0.45,1.4942366,0.0,Swift BAT,
160611A,21:40:34,690598,164.417,-70.396,1.2,34.1,17,1.0,2.0,0.3,"1.67, PL",0.12,0.4200262,0.0,Swift BAT,
160607A,11:14:00,689597,13.661,-4.952,1.0,33.4,210,0.0,21.8,0.5,"1.15, CPL",0.10,0.76758957,315.0,Swift BAT,
160601A,14:43:02,688452,234.923,64.532,1.9,0.12,0.66,0.11,0.9,0.2,"1.04, PL",0.24,0.87140644,0.0,Swift BAT,
160525B,09:25:07,687522,149.438,51.197,2.2,0.29,0.32,0.08,0.9,0.2,"1.89, PL",0.35,0.32494506,0.0,Swift BAT,
160519A,00:17:33,686818,71.122,31.246,2.2,35.57,12,2.0,2.4,0.5,"1.95, PL",0.25,0.30293033,0.0,Swift BAT,
160506A,03:29:15,685245,265.857,-46.127,1.6,254.5,15,2.0,0.4,0.3,"2.09, PL",0.21,0.25712493,0.0,Swift BAT,
160504A,19:30:37,685124,170.073,56.002,1.7,53.9,7.3,0.9,0.7,0.1,"1.88, PL",0.20,0.3287646,0.0,Swift BAT,
160501A,00:40:31,684679,286.389,-17.249,1.8,118,9.5,1.3,0.5,0.2,"0.6, CPL",1.3,1.4438692,260.0,Swift BAT,
160425A,23:26:11,684098,280.339,-54.343,3.5,304.58,21,2.0,2.8,0.2,"2.20, PL",0.18,0.22599503,0.0,Swift BAT,
160424A,11:49:07,683906,319.482,-60.408,1.2,6.3,12,1.0,5.1,0.4,"1.40, PL",0.10,0.5748147,0.0,Swift BAT,
160419A,15:16:37,683383,16.418,-27.341,1.0,8.8,35,2.0,8.9,0.7,"0.76, CPL",0.33,1.2021959,276.0,Swift BAT,
160417A,04:23:41,683076,120.26,7.646,1.9,15,5.9,0.8,1.0,0.3,"1.93, PL",0.24,0.3100999,0.0,Swift BAT,
160412A,04:23:54,682522,33.074,-67.636,1.0,31.6,19,1.0,1.6,0.2,"1.88, PL",0.08,0.3287646,0.0,Swift BAT,
160411A,01:28:51,682339,349.37,-40.258,2.4,0.36,0.80,0.18,1.5,0.3,"1.43, PL",0.28,0.55516154,0.0,Swift BAT,
160410A,05:09:48,682269,150.695,3.461,1.5,8.2,7.8,0.8,3.5,0.3,"0.93, PL",0.17,0.98902273,0.0,Swift BAT,
160408A,06:25:43,682059,122.561,71.128,1.8,0.32,1.6,0.2,2.1,0.3,"0.85, PL",0.25,1.084249,0.0,Swift BAT,
160327A,09:16:07,680655,146.698,54.018,1.0,28,14,1.0,1.8,0.2,"1.84, PL",0.11,0.3444907,0.0,Swift BAT,
160325A,07:00:03,680436,15.697,-72.702,1.0,64.9,71,2.0,5.2,0.2,"1.27, PL",0.04,0.66820276,0.0,Swift BAT,
160321A,15:55:27,680017,99.42,5.753,1.6,33.6,5.3,0.7,0.5,0.1,"1.89, PL",0.19,0.32494506,0.0,Swift BAT,
160314A,11:32:51,679120,112.766,17.024,1.7,8.73,2.8,0.4,0.9,0.2,"1.53, PL",0.22,0.4943132,0.0,Swift BAT,
160313A,02:37:15,678929,183.821,57.278,2.0,42.6,5.8,0.8,0.4,0.1,"1.36, PL",0.23,0.6020887,0.0,Swift BAT,
160303A,10:54:42,677495,168.71,22.71,2.1,5.0,1.5,0.3,1.0,0.1,"1.01, PL",0.33,0.9020432,0.0,Swift BAT,
160228A,17:34:32,676595,107.311,26.946,1.3,98.36,20,1.0,1.2,0.1,"1.31, PL",0.11,0.63797957,0.0,Swift BAT,
160227A,19:32:08,676423,195.034,78.672,2.8,316.5,31,2.0,0.6,0.1,"0.75, CPL",0.51,1.2160566,275.0,Swift BAT,
160225A,14:20:56,675998,164.217,53.659,1.9,157,16,2.0,1.0,0.2,"1.55, PL",0.23,0.48295715,0.0,Swift BAT,
160223A,01:44:25,675361,147.603,9.369,1.0,127,50,2.0,3.1,0.2,"1.34, PL",0.07,0.61619985,0.0,Swift BAT,
160220B,11:10:53,674734,259.851,-18.123,1.0,31.4,70,2.0,6.6,0.4,"0.75, CPL",0.20,1.2160566,275.0,Swift BAT,
160220A,01:25:25,674670,236.942,-18.539,1.8,8.3,5.2,0.7,1.0,0.3,"1.55, PL",0.24,0.48295715,0.0,Swift BAT,
160216A,19:10:31,673978,311.679,-71.55,1.0,11.0,20,1.0,7.3,0.5,"1.48, PL",0.08,0.5238675,0.0,Swift BAT,
160203A,02:13:10,672525,161.967,-24.772,1.7,20.2,12,1.0,1.3,0.4,"1.93, PL",0.20,0.3100999,0.0,Swift BAT,
160131A,08:20:31,672236,78.17,-7.037,1.1,325,204,5.0,6.4,0.3,"1.24, PL",0.05,0.69179153,0.0,Swift BAT,
160127A,08:43:07,671828,225.966,0.08,1.8,6.16,3.3,0.5,1.4,0.3,"0.99, CPL",1.11,0.92305446,299.0,Swift BAT,
160123A,08:58:20,671447,150.277,-33.79,1.6,3.95,3.5,0.4,1.3,0.2,"1.51, PL",0.16,0.50593233,0.0,Swift BAT,
160121A,13:50:37,671231,109.08,-23.59,1.2,12.0,6.1,0.5,1.2,0.2,"1.77, PL",0.13,0.3738165,0.0,Swift BAT,
160119A,03:06:08,671014,211.916,20.453,2.0,116,71,2.0,2.9,0.2,"1.68, PL",0.05,0.41516268,0.0,Swift BAT,
160117A,10:13:39,670793,20.367,-0.677,1.8,118.58,31,2.0,1.4,0.2,"2.14, PL",0.11,0.24248236,0.0,Swift BAT,
160104A,11:24:10,669319,76.808,11.334,1.7,16.2,4.0,0.5,1.0,0.2,"1.76, PL",0.19,0.3782021,0.0,Swift BAT,
151229A,06:50:27,668689,329.363,-20.732,1.0,1.78,5.9,0.4,7.2,0.4,"1.84, PL",0.10,0.3444907,0.0,Swift BAT,
151228B,22:47:14,668641,344.431,8.081,1.0,48.0,24,1.0,1.0,0.2,"1.09, CPL",0.34,0.8226067,309.0,Swift BAT,
151228A,03:05:12,668543,214.017,-17.665,1.8,0.27,0.84,0.11,0.9,0.2,"0.85, PL",0.20,1.084249,0.0,Swift BAT,
151215A,03:01:28,667392,93.622,35.529,2.8,17.8,3.1,0.7,1.6,0.2,"1.99, PL",0.33,0.2890784,0.0,Swift BAT,
151210A,03:12:56,666931,65.08,-71.225,1.8,94.9,13,2.0,0.8,0.2,"0.82, CPL",0.79,1.1222397,282.0,Swift BAT,
151205B,21:43:14,666378,41.19,-43.461,2.3,1.4,0.77,0.16,0.7,0.2,"1.74, PL",0.33,0.3871261,0.0,Swift BAT,
151205A,15:46:00,666352,229.291,35.767,1.3,62.8,14,1.0,0.6,0.1,"1.17, PL",0.13,0.7500686,0.0,Swift BAT,
151127A,09:08:49,665268,19.664,-82.762,2.8,0.19,0.23,0.06,0.4,0.1,"1.26, PL",0.33,0.6759763,0.0,Swift BAT,
151118A,03:06:30,664078,57.169,65.889,1.4,23.4,4.5,0.6,1.2,0.1,"1.80, PL",0.20,0.36095843,0.0,Swift BAT,
151114A,09:59:34,663490,120.947,-61.033,1.8,4.86,3.7,0.6,2.9,0.4,"2.14, PL",0.25,0.24248236,0.0,Swift BAT,
151112A,13:44:48,663179,2.05,-61.68,2.6,19.32,9.4,1.2,1.9,0.2,"1.77, PL",0.21,0.3738165,0.0,Swift BAT,
151111A,08:33:23,663074,56.85,-44.154,1.0,76.93,17,1.0,1.0,0.1,"0.79, CPL",0.45,1.1615405,279.0,Swift BAT,
151031A,05:50:30,662330,83.189,-39.125,1.3,5.00,3.2,0.3,1.7,0.2,"2.41, PL",0.18,0.17654742,0.0,Swift BAT,
151029A,07:49:39,662086,38.537,-35.356,1.8,8.95,3.9,0.6,1.8,0.3,"0.49, CPL",1.08,1.637165,249.0,Swift BAT,
151027A,03:58:24,661775,272.498,61.361,1.1,129.69,78,2.0,6.8,0.6,"1.72, PL",0.05,0.39625767,0.0,Swift BAT,
151023A,13:43:04,661253,271.012,-8.289,1.8,10.66,2.6,0.4,1.1,0.2,"2.24, PL",0.24,0.21562384,0.0,Swift BAT,
151022A,14:06:32,661036,349.223,55.812,2.3,116.7,11,2.0,0.8,0.2,"1.98, PL",0.29,0.29248163,0.0,Swift BAT,
151021A,01:29:12,660671,337.647,-33.189,1.0,110.2,280,10.0,9.7,0.8,"1.57, PL",0.04,0.47185832,0.0,Swift BAT,
151006A,09:55:01,657750,147.426,70.508,1.0,203.9,69,2.0,2.6,0.2,"1.56, PL",0.06,0.47737595,0.0,Swift BAT,
151004A,18:09:04,657564,213.613,-64.956,2.3,128.40,10,1.0,0.4,0.1,"1.95, PL",0.23,0.30293033,0.0,Swift BAT,
151001B,18:29:36,657321,336.974,64.637,2.1,109,14,2.0,0.5,0.3,"2.12, PL",0.27,0.24823786,0.0,Swift BAT,
151001A,15:04:22,657286,233.722,10.984,1.1,8.94,6.7,0.5,1.3,0.2,"1.17, PL",0.11,0.7500686,0.0,Swift BAT,
150925A,04:09:28,656604,227.538,-19.64,2.0,121,14,2.0,0.6,0.2,"2.19, PL",0.20,0.22866389,0.0,Swift BAT,
150915A,21:18:24,655721,319.675,-34.874,2.3,164.7,8.0,1.8,0.5,0.2,"2.51, PL",0.42,0.15692401,0.0,Swift BAT,
150911A,18:40:21,655262,67.428,5.731,1.0,7.2,21,1.0,5.2,0.3,"1.02, CPL",0.26,0.8917149,302.0,Swift BAT,
150910A,09:04:48,655097,5.677,33.466,2.3,112.2,48,4.0,1.1,0.4,"1.42, PL",0.12,0.5616379,0.0,Swift BAT,
150907B,23:26:27,654803,255.265,-63.798,1.8,62.0,11,2.0,1.0,0.2,"0.17, CPL",1.03,2.3563979,217.0,Swift BAT,
150831B,22:19:27,653978,271.03,-27.243,2.0,6.2,14,2.0,6.1,1.1,"1.87, PL",0.19,0.3326284,0.0,Swift BAT,
150831A,10:34:12,653838,221.034,-25.619,1.3,1.15,3.8,0.3,3.4,0.3,"0.81, PL",0.16,1.1351923,0.0,Swift BAT,
150819A,00:50:08,652643,42.34,9.787,2.8,52.1,4.8,0.9,0.3,0.1,"1.72, PL",0.27,0.39625767,0.0,Swift BAT,
150818A,11:36:32,652603,230.34,68.342,1.1,123.3,41,2.0,2.4,0.3,"1.96, PL",0.09,0.29940712,0.0,Swift BAT,
150817A,02:05:13,652334,249.635,-12.05,1.0,38.8,59,1.0,9.6,0.3,"1.78, PL",0.04,0.36948106,0.0,Swift BAT,
150811A,04:06:09,651882,291.347,-15.434,1.9,34.00,4.9,0.8,0.5,0.2,"2.13, PL",0.27,0.24534345,0.0,Swift BAT,
150801B,22:41:48,650977,82.961,-5.374,1.4,426,31,2.0,2.5,0.2,"1.84, PL",0.14,0.3444907,0.0,Swift BAT,
150728A,12:51:11,650617,292.271,33.906,2.6,0.83,0.33,0.1,0.5,0.1,"2.02, PL",0.48,0.27910155,0.0,Swift BAT,
150727A,19:02:02,650530,203.968,-18.32,1.0,88,37,2.0,1.0,0.2,"1.14, PL",0.07,0.7765005,0.0,Swift BAT,
150724A,05:46:35,650141,97.549,-19.147,1.9,280,22,2.0,0.9,0.2,"2.06, PL",0.15,0.26632604,0.0,Swift BAT,
150722A,09:57:53,649916,218.297,-35.196,2.8,67,6.1,0.9,0.4,0.1,"1.79, PL",0.26,0.3651952,0.0,Swift BAT,
150720A,14:02:09,649706,119.577,-28.281,1.5,151,5.6,1.0,0.3,0.1,"2.61, PL",0.33,0.13946074,0.0,Swift BAT,
150716A,07:06:43,649157,278.481,-12.978,1.1,44,15,1.0,0.8,0.1,"1.54, PL",0.10,0.48860267,0.0,Swift BAT,
150711A,18:23:03,648601,221.624,-35.464,1.0,64.2,43,2.0,3.8,0.4,"1.79, PL",0.08,0.3651952,0.0,Swift BAT,
150710B,08:05:35,Ground Analysis|20542,83.191,-46.96,1.2,15,3.5,0.1,8.3,0.3,"0.99, CPL",0.09,0.92305446,299.0,Swift BAT,
150710A,00:28:02,648437,194.484,14.309,1.5,0.15,0.71,0.09,0.7,0.1,"0.63, PL",0.20,1.3951747,0.0,Swift BAT,
150626B,20:22:52,646786,187.627,66.794,1.9,48.0,10,1.0,0.6,0.2,"1.36, PL",0.21,0.6020887,0.0,Swift BAT,
150626A,02:12:49,646603,111.353,-37.803,1.9,144,18,2.0,0.4,0.3,"2.11, PL",0.19,0.251166,0.0,Swift BAT,
150616A,22:49:19,644259,314.713,-53.403,1.2,599.5,190,10.0,2.9,0.4,"1.37, CPL",0.25,0.595153,337.0,Swift BAT,
150615A,04:42:27,643833,107.554,-22.466,1.8,27.6,5.5,0.7,0.6,0.2,"1.84, PL",0.21,0.3444907,0.0,Swift BAT,
150607A,07:55:09,642620,140.015,68.436,1.2,26.3,23,2.0,4.9,0.5,"0.99, CPL",0.41,0.92305446,299.0,Swift BAT,
150530A,11:42:18,642018,327.511,57.519,1.2,6.62,18,1.0,4.1,0.6,"1.49, PL",0.11,0.51782054,0.0,Swift BAT,
150527A,06:48:55,641698,288.962,4.195,1.0,112,31,2.0,0.3,0.2,"1.69, PL",0.10,0.41035467,0.0,Swift BAT,
150513A,20:31:19,640584,49.044,-22.868,1.0,162,54,2.0,2.9,0.3,"1.40, PL",0.07,0.5748147,0.0,Swift BAT,
150430A,00:21:28,639433,326.481,-27.919,1.6,107.1,69,5.0,5.0,1.0,"1.43, PL",0.12,0.55516154,0.0,Swift BAT,
150428B,03:12:03,639278,292.661,4.114,1.3,130.9,37,3.0,1.4,0.3,"1.0, CPL",0.5,0.9,300.0,Swift BAT,
150428A,01:30:40,639275,188.539,6.967,1.2,53.2,63,3.0,3.0,0.5,"1.28, PL",0.09,0.6605173,0.0,Swift BAT,
150424A,07:42:57,638946,152.305,-26.646,1.0,91,15,1.0,12.0,0.4,"1.23, PL",0.15,0.69983524,0.0,Swift BAT,
150423A,06:28:04,638808,221.601,12.264,1.9,0.22,0.63,0.1,0.9,0.1,"0.84, PL",0.24,1.0967697,0.0,Swift BAT,
150413A,13:54:58,637899,190.396,71.839,1.9,263.6,43,4.0,1.6,0.3,"1.75, PL",0.14,0.38263845,0.0,Swift BAT,
150403A,21:54:16,637044,311.505,-62.706,1.0,40.90,170,3.0,17.6,-0.6,"1.23, PL",0.04,0.69983524,0.0,Swift BAT,
150323C,17:05:21,636005,192.625,50.165,2.4,159.4,13,3.0,1.1,0.3,"2.09, PL",0.32,0.25712493,0.0,Swift BAT,
150323A,02:49:14,635887,128.173,45.442,2.07,149.6,61,2.0,5.4,0.3,"1.85, PL",0.07,0.34049097,0.0,Swift BAT,
150318A,07:04:53,635289,324.99,-61.461,1.2,83.88,25,2.0,1.1,0.2,"2.00, PL",0.12,0.2857143,0.0,Swift BAT,
150317A,04:22:42,635148,138.995,55.477,1.7,23.29,6.5,0.6,1.2,0.2,"1.52, PL",0.16,0.5000895,0.0,Swift BAT,
150314A,04:55:16,634795,126.661,63.839,1.0,14.79,220,3.0,38.5,0.9,"1.08, PL",0.03,0.8321463,0.0,Swift BAT,
150309A,23:03:06,634200,277.004,86.417,1.9,242,170,0.0,9.0,0.3,"1.05, CPL",0.16,0.8614237,305.0,Swift BAT,
150302A,05:42:36,633237,175.515,36.852,2.8,23.74,2.6,0.6,0.4,0.1,"1.69, PL",0.33,0.41035467,0.0,Swift BAT,
150301B,19:38:04,633180,89.159,-57.969,1.0,12.44,18,1.0,3.0,0.2,"1.46, PL",0.07,0.53617084,0.0,Swift BAT,
150301A,01:04:28,632995,244.281,-48.732,1.9,0.48,0.74,0.1,1.0,0.2,"1.44, PL",0.23,0.5487588,0.0,Swift BAT,
150222A,16:56:40,632180,198.787,-12.151,1.0,15.90,22,1.0,4.7,0.3,"1.61, PL ",0.08,0.4504095,0.0,Swift BAT,
150213B,22:31:30,631051,253.448,34.165,1.8,181,30,4.0,1.1,0.4,"0.80, CPL",0.79,1.148292,280.0,Swift BAT,
150212A,10:57:19,630876,285.497,47.389,1.2,11.4,8.9,0.6,1.9,0.2,"1.50, PL",0.11,0.5118424,0.0,Swift BAT,
150206A,14:30:02,630019,10.076,-63.181,1.0,83.2,139,3.0,10.1,0.4,"1.33, PL",0.04,0.6233771,0.0,Swift BAT,
150204A,06:31:08,Ground Analysis|20477,160.241,-64.043,1.5,12,8.0,0.4,1.85,0.12,"1.62, PL",0.10,0.44519925,0.0,Swift BAT,
150203A,04:09:07,629578,98.394,6.952,1.1,25.8,9.1,0.6,0.9,0.1,"1.90, PL",0.12,0.3211693,0.0,Swift BAT,
150202A,23:10:02,629547,39.261,-33.132,1.7,25.7,6.1,0.7,1.0,0.2,"1.50, PL",0.19,0.5118424,0.0,Swift BAT,
150120B,07:21:55,627170,39.309,8.064,2.3,24.30,5.4,0.8,1.2,0.2,"2.20, PL",0.25,0.22599503,0.0,Swift BAT,
150120A,02:57:46,627137,10.33,33.98,1.5,1.20,1.4,0.2,1.8,0.2,"1.81, PL",0.18,0.3567701,0.0,Swift BAT,
150110B,22:08:30,624606,289.374,32.529,1.2,10.6,4.9,0.4,1.4,0.2,"1.89, PL",0.13,0.32494506,0.0,Swift BAT,
150103A,20:02:18,623368,131.674,-48.896,2.0,49.1,8.2,1.3,0.5,0.2,"-0.03, CPL",1.01,2.9558082,197.0,Swift BAT,
150101A,06:28:53,623158,312.599,36.669,2.5,0.060,0.23,0.05,0.3,0.1,"1.26, PL",0.31,0.6759763,0.0,Swift BAT,
141225A,23:01:07,622476,138.754,33.774,2.2,40.24,25,2.0,1.3,0.4,"1.32, PL",0.15,0.6306367,0.0,Swift BAT,
141221A,08:07:10,622006,198.283,8.197,1.1,36.9,21,1.0,3.1,0.2,"1.74, PL",0.08,0.3871261,0.0,Swift BAT,
141220A,06:02:52,621915,195.058,32.146,1.2,7.21,26,1.0,8.9,0.7,"0.62, CPL",0.38,1.4112238,262.0,Swift BAT,
141212B,13:23:48,621234,250.866,31.749,1.0,10.5,12,1.0,3.9,0.3,"1.46, PL",0.09,0.53617084,0.0,Swift BAT,
141212A,12:14:01,621229,39.167,18.163,1.9,0.30,0.72,0.12,1.2,0.2,"1.61, PL",0.23,0.4504095,0.0,Swift BAT,
141130A,23:10:56,620090,222.804,47.323,1.4,62.9,28,1.0,1.2,0.2,"1.56, PL",0.08,0.47737595,0.0,Swift BAT,
141121A,03:50:43,619182,122.665,22.206,2.1,549.9,53,4.0,0.9,0.3,"1.73, PL",0.13,0.39166564,0.0,Swift BAT,
141109B,07:47:39,618032,222.453,73.141,2.6,54.2,6.3,0.9,0.4,0.1,"1.85, PL",0.22,0.34049097,0.0,Swift BAT,
141109A,05:49:55,618024,144.563,-0.581,3.0,200,68,3.0,2.5,0.2,"1.52, PL",0.07,0.5000895,0.0,Swift BAT,
141031B,14:56:45,617149,356.883,41.355,2.2,16.0,2.5,0.5,0.3,0.1,"1.36, PL",0.35,0.6020887,0.0,Swift BAT,
141031A,07:18:26,617110,128.632,-59.16,1.4,920,29,5.0,0.5,0.2,"1.21, PL",0.13,0.71620005,0.0,Swift BAT,
141026A,02:36:51,616502,44.049,26.925,1.9,146,13,1.0,0.4,0.2,"2.34, PL",0.19,0.19170858,0.0,Swift BAT,
141022A,01:27:42,616061,241.93,-72.152,2.2,8.72,4.8,0.7,0.9,0.3,"1.31, PL",0.27,0.63797957,0.0,Swift BAT,
141020A,07:48:39,615873,225.054,55.328,1.7,15.55,4.6,0.6,0.7,0.2,"1.74, PL",0.18,0.3871261,0.0,Swift BAT,
141017A,18:25:28,615672,93.601,-58.596,2.1,55.7,31,1.0,6.7,0.3,"1.05, CPL",0.28,0.8614237,305.0,Swift BAT,
141015A,09:12:59,615399,87.535,18.37,2.2,11.0,1.6,0.4,0.5,0.1,"1.90, PL",0.37,0.3211693,0.0,Swift BAT,
141005A,05:13:06,614415,291.103,36.098,1.7,4.34,11,1.0,4.2,0.8,"1.33, PL",0.18,0.6233771,0.0,Swift BAT,
141004A,23:20:54,614390,76.721,12.828,1.0,3.92,6.7,0.3,6.1,0.3,"1.86, PL",0.08,0.33653703,0.0,Swift BAT,
140930B,19:41:42,614094,6.36,24.298,1.6,0.84,4.2,0.4,4.0,0.4,"0.64, PL",0.19,1.3793055,0.0,Swift BAT,
140927A,05:15:11,613775,291.802,-65.4,2.2,6.26,2.7,0.5,0.9,0.2,"1.82, PL",0.30,0.35262975,0.0,Swift BAT,
140919A,15:15:15,613160,221.54,-32.153,1.5,151.3,59,4.0,2.0,0.5,"1.74, PL",0.12,0.3871261,0.0,Swift BAT,
140916A,10:43:47,612804,40.384,-39.688,2.4,80.1,17,3.0,1.3,0.4,"2.15, PL",0.27,0.23965424,0.0,Swift BAT,
140907A,16:07:08,611933,48.133,46.596,1.4,79.2,43,2.0,2.5,0.2,"1.72, PL",0.07,0.39625767,0.0,Swift BAT,
140903A,15:00:30,611599,238.021,27.608,1.0,0.30,1.4,0.1,2.5,0.2,"1.99, PL",0.12,0.2890784,0.0,Swift BAT,
140828A,06:54:14,610953,142.029,14.569,1.3,18.8,13,1.0,2.2,0.3,"0.6, CPL",0.7,1.4438692,260.0,Swift BAT,
140824A,08:40:28,610501,206.627,33.285,1.7,3.09,1.9,0.2,1.2,0.2,"1.98, PL",0.21,0.29248163,0.0,Swift BAT,
140818B,18:44:16,609885,271.168,-1.354,2.1,18.1,5.4,0.8,1.1,0.3,"1.99, PL",0.25,0.2890784,0.0,Swift BAT,
140817A,07:02:01,609736,127.244,58.191,1.0,244,46,2.0,7.2,0.3,"1.48, PL",0.08,0.5238675,0.0,Swift BAT,
140730A,19:43:51,607742,56.35,-66.58,2.1,41.3,2.8,0.5,0.5,0.1,"2.50, PL",0.32,0.15878503,0.0,Swift BAT,
140719B,20:49:35.68,605700,39.731,-2.384,1.7,53.0,13,1.0,0.7,0.2,"1.8, PL",0.2,0.36095843,0.0,Swift BAT,
140719A,05:53:55.2,605612,171.571,-50.115,2.4,48,4.3,0.8,0.2,0.1,"1.9, PL",0.3,0.3211693,0.0,Swift BAT,
140716A,10:27:57.3,604792|Ground Analysis|20390,108.133,-60.15,1.5,104,59,12.0,5.2,1.5,"1.61, PL",0.33,0.4504095,0.0,Swift BAT,
140713A,18:43:45,604232,281.141,59.623,1.2,5.30,3.7,0.3,1.9,0.2,"1.84, PL",0.14,0.3444907,0.0,Swift BAT,
140710A,10:16:40,603954,41.088,35.499,1.8,3.52,2.3,0.3,1.9,0.3,"2.00, PL",0.23,0.2857143,0.0,Swift BAT,
140709B,15:15:45,603866,146.04,63.536,1.1,155.0,42,2.0,0.9,0.1,"0.79, CPL",0.30,1.1615405,279.0,Swift BAT,
140709A,01:13:41,603810,304.666,51.222,1.0,98.6,53,2.0,3.1,0.3,"1.23, CPL",0.27,0.69983524,323.0,Swift BAT,
140706A,19:33:33,603587,49.269,-38.058,1.1,48.3,20,1.0,1.8,0.2,"1.8, PL",0.1,0.36095843,0.0,Swift BAT,
140703A,00:37:17,603243,13.01,45.102,1.6,67.1,39,3.0,2.8,0.6,"1.74, PL",0.13,0.3871261,0.0,Swift BAT,
140629A,14:17:30,602884,249.017,41.897,1.8,42.0,24,2.0,4.2,0.4,"1.86, PL",0.11,0.33653703,0.0,Swift BAT,
140628A,13:35:37,602803,40.672,-0.378,1.0,10.5,13,1.0,2.8,0.2,"1.56, PL",0.09,0.47737595,0.0,Swift BAT,
140626A,00:33:01,602604,77.163,-82.625,1.5,16.4,3.6,0.5,0.7,0.1,"0.61, CPL",0.88,1.4274546,261.0,Swift BAT,
140619A,11:38:35,602080,27.096,-39.249,1.8,233.9,210,4.0,4.6,0.2,"1.45, CPL",0.14,0.5424288,345.0,Swift BAT,
140614B,06:38:11,601662,322.636,14.895,2.1,49.8,5.5,1.0,0.5,0.2,"2.04, PL",0.26,0.27263993,0.0,Swift BAT,
140607A,17:13:31,601051,86.373,18.904,1.9,109.9,22,3.0,0.9,0.4,"1.78, PL",0.23,0.36948106,0.0,Swift BAT,
140606A,10:58:13,600951,201.799,37.599,2.4,0.34,0.51,0.1,0.5,0.1,"0.53, PL",0.36,1.5640936,0.0,Swift BAT,
140529A,09:28:06,Ground Analysis|20383,228.81,-41.042,1.2,4.5,22,1.0,11.5,0.7,"0.85, CPL",0.35,1.084249,285.0,Swift BAT,
140521A,17:34:18,599546,320.177,67.587,1.1,9.88,9.5,0.6,1.9,0.2,"1.42, PL",0.11,0.5616379,0.0,Swift BAT,
140518A,09:17:46,599287,227.231,42.396,1.8,60.5,10,1.0,1.0,0.1,"0.92, CPL",0.61,1.0004599,292.0,Swift BAT,
140516A,20:30:54,599188,252.972,39.958,2.6,0.19,0.23,0.06,0.5,0.1,"1.87, PL",0.33,0.3326284,0.0,Swift BAT,
140515A,09:12:36,599037,186.071,15.099,1.2,23.4,5.9,0.6,0.9,0.1,"0.98, CPL",0.64,0.93374014,298.0,Swift BAT,
140512A,19:31:49,598819,289.366,-15.087,1.1,154.8,140,3.0,6.8,0.3,"1.45, PL",0.04,0.5424288,0.0,Swift BAT,
140509A,02:22:13,598497,46.564,-62.662,1.9,23.20,12,2.0,1.6,0.4,"1.59, PL",0.20,0.46101096,0.0,Swift BAT,
140506A,21:07:36,598284,276.806,-55.556,1.6,111.1,28,3.0,10.9,0.9,"1.68, PL",0.16,0.41516268,0.0,Swift BAT,
140502A,08:30:20,597841,319.172,48.975,1.2,16.9,6.7,0.5,0.9,0.1,"1.22, PL",0.13,0.7079711,0.0,Swift BAT,
140430A,20:33:36,597722,102.942,23.033,1.0,173.6,11,2.0,2.5,0.2,"2.00, PL",0.22,0.2857143,0.0,Swift BAT,
140428A,22:40:50,597519,194.365,28.331,2.2,17.42,3.4,0.6,0.6,0.2,"1.54, PL",0.26,0.48860267,0.0,Swift BAT,
140423A,08:31:53,596901,197.276,49.838,1.0,134,94,3.0,2.1,0.2,"1.33, PL",0.06,0.6233771,0.0,Swift BAT,
140419A,04:06:51,596426,127.001,46.234,1.0,94.7,160,0.0,4.9,0.2,"1.21, PL",0.04,0.71620005,0.0,Swift BAT,
140413A,00:09:40,595616,65.439,-51.188,1.3,139.6,94,5.0,2.3,0.5,"1.49, PL",0.08,0.51782054,0.0,Swift BAT,
140412A,22:20:49,595608,145.032,-65.826,1.7,39.6,7.2,0.8,1.1,0.2,"1.95, PL",0.19,0.30293033,0.0,Swift BAT,
140408A,13:15:54,595141,290.723,-12.585,1.9,4.00,3.1,0.5,1.2,0.3,"1.49, PL",0.25,0.51782054,0.0,Swift BAT,
140331A,05:49:48,594081,134.86,2.755,3.2,209,6.7,1.3,0.31,0.13,"2.01, PL",0.29,0.2823888,0.0,Swift BAT,
140323A,10:23:11,592916,356.975,-79.916,1.0,104.9,160,0.0,6.2,0.7,"1.35, CPL",0.17,0.609104,335.0,Swift BAT,
140320A,02:12:45,592544,281.843,-11.188,2.4,0.45,0.49,0.1,0.6,0.2,"1.24, PL",0.36,0.69179153,0.0,Swift BAT,
