Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
3472,4.1288e-07,2.0279e-08,4.8598e-07,1.9157e-08,9.8473e-07,5.2222e-08,8.7729e-07,5.2185e-07,103.3,10.1,-0.722,0.325,-2.618,0.257,0.02753,0.0119,1.446,0.215,2.112,1.321,0.106,2.496,1.15,0.052,2.752,4.096,0.32,1.024,15.936,3.343,-1.024
3480,6.2419e-07,1.3592e-08,1.0668e-06,1.4495e-08,4.9254e-06,4.0652e-08,9.8706e-06,3.3995e-07,470.8,15.6,-0.02601,0.0443,-2.857,0.181,0.03759,0.00101,21.608,0.512,0.256,19.594,0.247,0.32,12.66,0.101,1.024,3.648,0.143,0.384,9.15,0.257,0.09
3481,2.7949e-06,3.4047e-08,3.7131e-06,2.9129e-08,1.4362e-05,8.3519e-08,3.5822e-05,9.4114e-07,383.9,12.8,-0.8664,0.0211,-2.183,0.041,0.1509,0.00286,25.702,0.577,39.744,21.937,0.266,39.872,19.164,0.124,39.872,3.776,0.091,37.12,40.768,0.091,3.008
3486,5.6081e-07,3.0517e-08,7.0078e-07,3.0539e-08,1.592e-06,7.8998e-08,0.0,5.3787e-07,336.9,55.5,-0.78,0.141,-2.699,0.824,0.009589,0.00114,1.484,0.196,1.792,1.268,0.095,1.792,1.194,0.047,2.112,49.6,0.528,2.112,67.776,1.118,-1.088
3488,7.9087e-07,3.6475e-08,9.8304e-07,3.1805e-08,2.5884e-06,8.4049e-08,5.3703e-06,1.0521e-06,304.6,22.2,-0.6234,0.0779,-2.509,0.225,0.02935,0.00199,9.398,0.384,3.392,8.645,0.185,3.392,4.781,0.074,3.648,53.952,0.091,3.136,60.224,0.779,-0.128
3489,2.4201e-06,4.7759e-08,4.0428e-06,4.6816e-08,1.7017e-05,1.2333e-07,2.5794e-05,1.0184e-06,432.1,19.5,-0.4672,0.0489,-3.209,0.461,0.03517,0.00114,7.317,0.367,7.488,6.648,0.178,7.616,5.766,0.085,8.128,8.704,0.091,5.248,33.056,3.36,-8.704
3491,7.238e-06,3.5434e-08,6.6037e-06,2.8503e-08,1.9374e-05,7.5697e-08,3.0444e-05,6.116e-07,227.5,4.13,-0.9518,0.0199,-2.794,0.0686,0.2554,0.00512,30.654,0.624,7.872,30.215,0.311,7.936,25.699,0.144,8.384,4.48,0.091,6.528,13.952,0.091,3.136
3493,7.9344e-08,2.5257e-08,1.0499e-07,1.9334e-08,7.7902e-07,4.8812e-08,3.1166e-06,6.7004e-07,509.6,166.0,-0.387,0.329,-2.719,1.77,0.003025,0.000559,1.089,0.193,0.192,0.819,0.093,0.192,0.681,0.045,0.832,59.072,3.291,2.176,83.008,6.789,-0.064
3502,9.461e-09,3.9681e-09,2.4342e-08,3.5054e-09,1.9679e-07,1.0591e-08,4.6721e-07,1.0316e-07,380.4,71.7,0.3003,0.436,-3.708,3.95,0.003766,0.000853,2.411,0.234,0.256,2.092,0.112,0.32,0.853,0.046,0.704,0.208,0.023,0.057,0.416,0.023,-0.055
3503,2.4475e-07,2.3564e-08,3.02e-07,1.6481e-08,6.9511e-07,4.0701e-08,8.4663e-08,2.5601e-07,136.0,5.6,0.3064,0.249,-6.265,20.5,0.04418,0.0113,1.351,0.2,1.984,1.312,0.098,2.112,1.184,0.048,2.688,3.648,0.181,0.128,26.4,2.073,-16.384
3505,3.606e-07,5.8688e-08,1.3314e-07,3.7378e-08,3.7599e-07,9.8571e-08,1.1414e-06,1.5309e-06,36.48,29.3,-1.409,0.988,-4.307,7.47,0.01179,0.0172,0.78,0.264,-0.064,0.839,0.136,0.0,0.48,0.066,0.192,11.04,1.026,-11.52,17.44,1.118,-15.616
3509,2.3294e-07,2.1683e-08,7.8003e-07,2.6298e-08,1.9426e-06,6.7977e-08,3.6537e-07,4.1748e-07,134.6,9.44,1.318,0.492,-2.748,0.249,0.09883,0.0547,1.191,0.198,4.928,1.083,0.097,3.072,1.015,0.048,3.52,5.44,0.32,1.088,14.944,2.927,-3.328
3510,5.4518e-09,2.6041e-09,9.0827e-09,2.9731e-09,6.7586e-08,8.2384e-09,1.8899e-08,6.482e-08,782.2,2.06,-1.076,0.65,-5.982,8.23,0.0009982,0.000522,1.796,0.194,-0.192,1.035,0.087,-0.064,0.31,0.038,0.448,0.138,0.066,-0.32,0.266,0.218,-0.32
3512,7.7997e-07,2.2718e-08,1.2546e-06,2.3826e-08,4.3273e-06,6.8522e-08,5.923e-06,7.2023e-07,288.0,10.3,0.2393,0.079,-2.754,0.173,0.049,0.00299,5.092,0.295,1.856,4.842,0.145,1.92,4.517,0.071,2.24,9.28,0.389,1.728,29.824,1.537,0.256
3515,1.4809e-07,1.3872e-08,1.8626e-07,1.1913e-08,3.8244e-07,3.0096e-08,1.6678e-07,2.4723e-07,164.3,16.1,0.1727,0.403,-3.967,3.02,0.01621,0.00633,0.894,0.175,-0.32,0.727,0.087,0.512,0.644,0.043,0.832,7.936,0.58,0.704,26.816,10.049,-0.768
3516,5.6107e-07,1.5089e-08,6.6157e-07,1.5336e-08,2.6282e-06,4.7185e-08,4.8172e-06,5.6236e-07,415.2,56.7,-0.7639,0.088,-2.074,0.162,0.02054,0.00152,7.835,0.366,6.208,5.275,0.16,6.272,3.429,0.071,1.28,6.528,0.091,1.152,19.2,1.218,0.0
3523,5.1088e-06,3.1714e-08,8.7135e-06,3.8848e-08,4.8907e-05,1.2782e-07,0.00034639,1.8422e-06,960.3,41.4,-0.6336,0.0151,-1.822,0.044,0.1306,0.0014,21.806,0.53,3.904,21.568,0.264,4.032,20.696,0.13,4.416,35.584,0.091,5.248,59.072,0.143,2.688
3527,3.7072e-07,2.7146e-08,4.0837e-07,2.1509e-08,1.284e-06,5.7602e-08,6.9935e-07,4.1141e-07,219.6,31.0,0.3189,0.423,-2.517,0.4,0.02237,0.00817,3.579,0.462,0.128,3.007,0.222,0.192,2.663,0.109,0.832,3.648,0.091,0.384,13.568,1.46,-2.672
3530,7.3272e-08,7.2118e-09,6.7801e-08,5.0348e-09,5.2348e-08,1.096e-08,6.2827e-07,2.3821e-07,59.71,9.16,-1.083,0.867,-2.753,0.407,0.01406,0.0189,1.54,0.205,0.128,1.223,0.099,0.128,0.655,0.045,0.384,0.512,0.091,-0.192,1.6,0.091,-0.64
3545,2.2226e-08,4.3725e-09,2.8158e-08,4.7734e-09,2.7434e-07,1.4398e-08,1.2818e-06,2.1612e-07,783.1,350.0,-0.5202,0.248,-2.142,0.951,0.002807,0.000393,1.534,0.209,-0.896,1.332,0.103,-0.768,0.889,0.047,0.0,0.623,0.091,-0.832,1.439,0.08,-1.024
3567,1.837e-06,8.2945e-08,1.9451e-06,7.526e-08,5.77e-06,1.9947e-07,1.4324e-05,2.6882e-06,143.9,24.7,-1.19,0.223,-2.476,0.378,0.01109,0.00296,1.448,0.189,2.176,1.187,0.092,2.304,1.049,0.045,2.88,481.984,7.923,20.16,589.536,6.988,-37.888
3569,3.7064e-07,1.6774e-08,4.2242e-07,1.6151e-08,1.0316e-06,4.3239e-08,2.1034e-07,2.822e-07,194.2,21.2,-1.31,0.0847,-2.311,0.14,0.02805,0.00259,4.928,0.288,0.96,4.532,0.14,1.152,3.758,0.066,1.856,1.536,0.091,0.384,21.024,2.521,-6.144
3593,9.5326e-07,2.1905e-08,1.6446e-06,2.3431e-08,7.2724e-06,6.4969e-08,3.4375e-05,8.2887e-07,1164.0,174.0,-0.8203,0.0385,-2.031,0.295,0.0216,0.00055,7.988,0.364,0.064,6.611,0.167,0.192,5.909,0.08,1.024,16.96,0.264,1.92,59.072,1.921,0.256
3598,2.2781e-07,1.0509e-08,3.6043e-07,1.0547e-08,1.0876e-06,2.6744e-08,1.0991e-06,2.3885e-07,224.4,12.4,-0.4787,0.0899,-2.76,0.262,0.03518,0.00306,4.788,0.279,1.024,4.361,0.136,1.024,3.271,0.062,1.536,1.664,0.264,0.576,6.08,2.244,-0.384
3606,4.8055e-08,5.4787e-09,9.0174e-08,6.1463e-09,6.9124e-07,1.8203e-08,1.5363e-06,1.9377e-07,422.3,25.7,0.1703,0.12,-7.153,107.0,0.01169,0.000737,3.95,0.267,0.128,3.401,0.127,0.256,2.721,0.059,0.96,0.608,0.023,0.056,1.824,0.066,-0.96
3608,4.2577e-07,1.4914e-08,3.5136e-07,1.3921e-08,1.1702e-06,3.5728e-08,1.0123e-06,3.6854e-07,256.8,29.1,-0.9199,0.108,-2.814,0.68,0.01478,0.00154,1.978,0.208,1.408,1.699,0.101,1.088,1.583,0.049,1.536,5.12,0.143,1.216,16.896,1.921,-0.128
3618,9.8989e-07,3.3844e-08,1.9166e-06,3.6597e-08,7.8005e-06,1.0166e-07,7.3317e-06,9.4628e-07,375.2,16.0,0.4924,0.102,-3.687,0.79,0.0201,0.00116,2.694,0.232,0.576,2.501,0.114,0.704,2.34,0.056,1.472,50.24,0.59,6.976,90.176,3.905,0.512
3634,2.5291e-06,9.1297e-08,2.6416e-06,6.0216e-08,1.0621e-05,1.7662e-07,2.6485e-05,2.1684e-06,238.8,28.1,-0.6894,0.147,-2.327,0.215,0.02562,0.00362,3.685,0.323,130.688,3.304,0.157,130.816,2.907,0.076,130.944,112.896,0.516,13.952,142.048,1.094,-9.216
3637,6.1989e-07,1.9924e-08,7.4846e-07,1.6605e-08,2.4743e-06,4.9549e-08,2.72e-07,3.0973e-07,183.6,7.34,0.08473,0.127,-3.627,0.726,0.05088,0.00624,2.904,0.251,4.288,2.697,0.123,4.416,2.532,0.061,4.736,4.224,0.091,2.432,13.184,0.516,-0.064
3640,1.1256e-08,2.0325e-09,1.655e-08,1.841e-09,3.361e-08,4.4938e-09,6.3647e-08,4.4649e-08,61.04,23.4,-0.03023,4.46,-2.763,0.849,0.0217,0.16,2.666,0.219,0.0,1.052,0.09,0.128,0.287,0.04,0.512,0.08,0.009,-0.037,0.228,0.036,-0.057
3642,2.737e-08,3.6379e-09,6.0079e-08,4.1161e-09,2.429e-07,1.1301e-08,4.2963e-07,9.8134e-08,334.1,141.0,-0.3533,0.459,-1.766,0.231,0.004294,0.00165,6.831,0.315,0.0,3.97,0.131,0.192,1.336,0.052,0.576,0.256,0.091,-0.064,0.704,0.091,-0.128
3644,8.7906e-08,4.9486e-09,1.5985e-07,5.1943e-09,4.0804e-07,1.3052e-08,3.8789e-07,9.2e-08,205.9,39.5,-1.125,0.154,-2.37,0.402,0.01405,0.00246,6.858,0.324,0.192,5.323,0.15,0.384,2.802,0.064,0.896,0.296,0.011,0.094,0.776,0.033,-0.042
3648,2.5775e-06,4.4995e-08,2.7409e-06,3.1909e-08,6.044e-06,7.7567e-08,4.5934e-06,6.6632e-07,301.6,10.5,-0.2883,0.0547,-2.941,0.203,0.05182,0.00224,5.907,0.31,41.024,5.7,0.153,41.088,5.362,0.074,41.664,27.84,0.264,15.744,57.088,1.86,0.96
3649,9.7143e-07,1.0295e-07,1.2683e-06,8.7386e-08,3.5297e-06,2.2983e-07,4.3537e-06,2.3855e-06,287.1,16.3,-0.9534,0.0552,-9.086,4.73,0.03304,0.00156,4.367,0.309,20.672,4.277,0.156,20.736,3.914,0.08,21.312,6.016,0.32,15.488,26.496,3.937,0.576
3654,5.1132e-07,2.1247e-08,9.2078e-07,2.0854e-08,3.4296e-06,5.8987e-08,2.7429e-06,5.2423e-07,291.6,23.1,-0.7497,0.0867,-3.692,2.27,0.02454,0.00183,3.242,0.28,2.112,2.88,0.138,2.304,2.682,0.068,2.752,3.84,0.181,1.024,11.872,1.494,-5.12
3655,2.3461e-07,1.9014e-08,2.2546e-07,1.322e-08,4.7671e-07,3.288e-08,1.6035e-06,4.5483e-07,92.09,15.1,-0.9684,0.552,-2.507,0.291,0.01359,0.0103,1.163,0.193,1.344,0.882,0.092,1.344,0.669,0.045,1.984,5.312,0.68,-1.664,19.424,4.409,-4.096
3658,1.3731e-06,1.7153e-08,2.6158e-06,2.0132e-08,8.4441e-06,5.3592e-08,1.3087e-05,4.478e-07,211.7,5.11,-0.5056,0.0422,-3.046,0.167,0.09752,0.00409,13.512,0.424,0.896,12.902,0.208,0.96,10.135,0.094,1.28,6.528,0.091,1.408,10.56,0.202,0.256
3662,8.553e-07,3.2012e-08,1.3696e-06,3.1904e-08,5.1903e-06,8.7933e-08,2.5458e-05,1.2921e-06,626.3,114.0,-0.8409,0.0692,-1.717,0.0848,0.01808,0.00101,3.339,0.259,1.664,3.054,0.126,1.792,2.88,0.062,2.176,24.832,0.091,1.536,68.896,1.208,-8.448
3663,2.5133e-06,5.7511e-08,2.7116e-06,4.1789e-08,8.8385e-06,1.2334e-07,1.7971e-05,1.6349e-06,251.6,26.5,-0.9225,0.0884,-2.229,0.156,0.02313,0.00212,4.805,0.27,157.504,4.483,0.131,157.696,3.047,0.058,158.144,162.88,0.272,8.192,204.416,0.264,1.664
3664,1.6007e-06,6.422e-08,1.261e-06,4.8312e-08,1.6167e-06,1.139e-07,0.0,9.6783e-07,101.8,9.29,-0.5363,0.343,-2.63,0.225,0.03536,0.0164,2.211,0.235,2.88,1.984,0.115,2.88,1.568,0.055,3.264,40.416,2.073,-32.512,85.216,10.546,-44.8
3668,1.3077e-08,2.3624e-09,1.3616e-08,1.9695e-09,1.2321e-07,7.1941e-09,2.7884e-06,1.8367e-07,872.0,6.58,-1.16,147.0,-1.188,0.0614,0.001987,0.791,3.31,0.295,-0.064,2.127,0.118,0.128,0.62,0.047,0.512,0.076,0.006,-0.091,0.176,0.1,-0.091
3728,4.3299e-09,2.7678e-09,1.5812e-08,3.3025e-09,6.4103e-08,9.3294e-09,2.6146e-08,6.5711e-08,274.2,95.9,-0.1584,0.756,-6.437,340.0,0.002492,0.00138,1.626,0.2,-0.064,1.322,0.098,0.0,0.347,0.042,0.0,0.168,0.058,-0.156,0.536,0.241,-0.256
3733,4.2337e-08,7.6974e-09,5.4537e-08,6.1722e-09,1.182e-07,2.0709e-08,2.6136e-08,1.6966e-07,108.8,32.4,-0.8401,0.841,-2.934,2.14,0.005296,0.00573,0.621,0.173,-0.512,0.56,0.085,-0.448,0.318,0.041,-0.128,3.52,0.572,-1.6,12.64,5.538,-5.12
3735,2.7136e-08,4.6444e-09,5.5077e-08,5.0549e-09,5.4575e-07,1.5797e-08,3.5387e-06,2.3075e-07,629.1,138.0,-0.3505,0.166,-7.629,2.13,0.004776,0.000472,4.834,0.293,0.576,4.159,0.138,0.64,2.161,0.056,0.832,0.32,0.036,0.269,1.301,0.091,-0.576
3736,8.3461e-08,4.5287e-09,1.4718e-07,5.181e-09,8.0545e-07,1.6612e-08,4.0209e-06,1.9437e-07,697.7,139.0,-0.8387,0.0816,-2.267,0.514,0.01089,0.000619,26.745,0.574,0.0,11.015,0.197,0.128,3.971,0.071,0.896,0.08,0.125,-0.052,0.56,0.125,-0.052
3737,1.3097e-08,3.2813e-09,2.8638e-08,3.79e-09,1.4485e-07,1.1398e-08,7.6989e-07,1.4928e-07,505.0,498.0,-0.7783,0.472,-1.65,0.334,0.002574,0.00101,4.759,0.308,0.064,2.463,0.124,0.128,0.726,0.05,0.448,0.08,0.011,-0.014,0.32,0.082,-0.11
3751,4.8612e-09,2.8524e-09,3.2657e-08,3.9161e-09,1.9034e-07,1.1702e-08,3.8145e-07,8.9699e-08,406.5,89.8,-0.00991,0.391,-7.629,961.0,0.002966,0.000637,2.486,0.232,-0.064,1.983,0.112,0.064,0.87,0.049,0.384,0.176,0.124,-0.18,0.535,0.264,-0.384
3765,4.2827e-06,3.5438e-08,6.2625e-06,3.6413e-08,1.9215e-05,9.5415e-08,1.9241e-05,8.6076e-07,338.1,6.7,-0.7154,0.0179,-2.732,0.0759,0.1833,0.0029,25.956,0.543,66.048,25.289,0.27,66.24,22.809,0.128,66.752,9.472,0.143,58.112,72.576,1.346,10.944
3766,4.2055e-07,4.0163e-08,5.4588e-07,3.8139e-08,1.6445e-06,9.6375e-08,1.665e-06,9.8318e-07,245.9,54.8,-1.062,0.169,-2.312,0.387,0.009879,0.00174,1.198,0.201,120.32,1.091,0.099,121.024,1.036,0.049,121.024,118.016,0.264,3.008,134.496,6.325,-8.192
3768,5.5802e-07,2.602e-08,5.9079e-07,2.1906e-08,7.0801e-07,5.8044e-08,0.0,5.7511e-07,92.05,6.42,-0.8224,0.315,-9.538,6.41,0.01936,0.00752,0.954,0.214,1.92,0.827,0.105,1.92,0.725,0.051,1.92,9.44,1.094,-5.12,51.104,5.538,-36.864
3770,1.3452e-08,3.0871e-09,4.0228e-08,3.7424e-09,2.8123e-07,1.1628e-08,7.1021e-07,1.1165e-07,327.5,99.1,0.3582,0.636,-2.165,0.594,0.004126,0.00178,5.157,0.277,0.064,2.811,0.116,0.192,1.259,0.049,0.64,0.416,0.023,-0.005,0.544,0.036,-0.037
3771,3.8741e-07,3.7277e-08,6.8719e-07,3.6254e-08,1.7545e-06,9.2442e-08,1.9295e-06,8.0416e-07,227.8,94.1,-1.175,0.276,-2.177,0.432,0.006324,0.00193,1.751,0.214,25.344,1.425,0.104,25.728,1.195,0.051,26.112,30.848,2.376,-0.96,132.256,10.546,-24.576
3776,2.7376e-06,5.5057e-08,2.5293e-06,4.0457e-08,7.2083e-06,9.76e-08,3.988e-06,7.594e-07,186.7,3.97,0.07099,0.0781,-4.054,0.598,0.08321,0.00581,5.897,0.29,7.168,5.542,0.141,7.232,4.841,0.068,7.936,4.16,0.091,4.096,11.072,1.797,0.768
3779,1.2376e-07,1.0263e-08,9.4404e-08,8.0155e-09,2.0715e-07,2.003e-08,2.8931e-08,1.4462e-07,71.88,36.0,-1.752,0.333,-3.828,24.5,0.003754,0.0015,0.783,0.182,-0.64,0.673,0.09,-0.448,0.575,0.045,-0.064,3.008,0.286,-0.896,11.328,6.408,-2.672
3782,5.2929e-09,1.9222e-09,7.7021e-09,1.5208e-09,2.4249e-08,4.0009e-09,1.1744e-10,2.0502e-08,85.14,825.0,-0.4283,21.6,-1.675,0.494,0.002623,0.0977,1.309,0.179,0.0,0.624,0.079,0.128,0.173,0.036,0.896,0.064,0.011,-0.059,0.16,0.029,-0.091
3788,4.3428e-06,4.3423e-08,5.3015e-06,3.7923e-08,1.5549e-05,9.8332e-08,1.7465e-05,9.4864e-07,400.4,22.5,-0.587,0.0466,-2.266,0.104,0.04196,0.00159,5.277,0.292,27.264,5.201,0.146,27.392,4.954,0.071,27.52,21.44,0.202,20.224,65.728,1.733,3.456
3791,1.86e-08,3.8276e-09,1.8386e-08,3.0832e-09,1.549e-07,1.0437e-08,1.466e-06,2.276e-07,263.4,471.0,-0.3936,1.59,-1.335,0.146,0.002961,0.00539,3.418,0.259,0.256,2.122,0.11,0.384,0.687,0.044,0.64,0.112,0.023,0.161,0.336,0.023,-0.015
3792,2.0722e-07,2.3664e-08,2.3308e-07,2.0777e-08,4.9453e-07,5.2152e-08,0.0,5.7866e-07,207.7,119.0,-0.9793,0.526,-2.106,0.526,0.00427,0.00251,0.834,0.176,-0.064,0.602,0.086,0.0,0.503,0.042,0.64,3.392,0.604,-0.64,22.048,4.637,-13.568
3801,1.7912e-07,3.1294e-08,3.2403e-07,2.4202e-08,9.8718e-07,7.0699e-08,2.4057e-07,4.8654e-07,153.9,44.7,-0.02281,0.875,-2.257,0.395,0.01262,0.0124,1.398,0.217,1.664,1.105,0.105,1.856,0.697,0.05,1.92,12.384,1.208,-7.168,30.752,6.861,-15.36
3805,1.8294e-07,1.6695e-08,3.5949e-07,1.7123e-08,8.0575e-07,4.3038e-08,6.0552e-07,3.9984e-07,210.0,24.3,0.3316,0.375,-3.145,1.13,0.01195,0.0039,0.941,0.168,1.216,0.815,0.082,1.408,0.692,0.04,1.536,9.28,1.012,2.368,30.08,2.725,0.128
3811,1.4102e-06,2.2313e-08,6.9258e-07,1.4265e-08,7.9844e-07,3.3966e-08,5.4425e-07,3.492e-07,49.87,2.48,-0.9627,0.257,-3.088,0.127,0.1211,0.0499,2.761,0.26,3.2,2.381,0.128,3.2,2.079,0.062,3.456,2.432,0.091,0.96,5.44,0.326,-0.512
3814,1.6051e-07,9.2395e-09,1.1649e-07,7.5651e-09,2.0541e-07,1.8895e-08,2.7347e-07,2.3141e-07,85.94,11.0,-1.441,0.289,-2.513,0.307,0.01218,0.00478,2.546,0.23,0.832,2.281,0.113,0.896,1.225,0.05,1.536,0.624,0.107,0.678,3.234,1.425,-0.138
3840,1.6743e-08,7.9451e-09,2.4936e-08,5.7467e-09,5.0509e-08,1.4091e-08,1.7231e-10,7.7006e-08,123.3,29.0,-0.01789,1.24,-3.914,6.69,0.008379,0.0117,1.042,0.189,-0.064,0.595,0.091,0.0,0.308,0.044,0.576,1.609,0.091,-1.28,4.169,1.108,-2.544
3843,1.0604e-06,3.1862e-08,2.154e-06,3.5075e-08,6.8898e-06,9.2562e-08,3.0557e-06,6.8703e-07,222.5,10.7,0.05034,0.121,-3.123,0.424,0.03326,0.00359,2.514,0.224,9.792,2.332,0.11,9.984,2.213,0.054,9.984,12.16,0.32,3.776,50.528,8.01,-13.312
3853,3.8512e-07,4.7608e-08,5.3547e-07,4.3245e-08,8.9764e-07,1.0729e-07,2.8267e-06,1.3553e-06,875.4,333.0,-0.6619,0.148,-4.031,40.7,0.006168,0.000584,3.306,0.354,0.768,3.075,0.177,0.768,2.093,0.081,0.832,39.808,6.531,1.088,91.264,14.02,0.128
3860,9.6644e-07,2.2313e-08,1.9634e-06,2.6396e-08,1.1904e-05,8.0514e-08,5.3697e-05,9.8215e-07,560.3,39.8,-0.4618,0.0534,-2.388,0.2,0.0223,0.000795,4.731,0.288,20.16,4.443,0.141,20.288,3.805,0.067,20.544,13.184,0.286,9.216,31.488,0.389,-1.408
3864,2.3355e-08,4.6446e-09,3.6144e-08,5.0454e-09,2.7146e-07,1.5316e-08,2.0323e-06,2.6815e-07,730.4,197.0,-0.25,0.219,-2.844,2.45,0.002943,0.000318,1.338,0.191,-0.704,1.106,0.091,-0.704,0.802,0.043,0.064,35.328,0.968,-0.192,51.2,0.779,-0.896
3866,2.3978e-07,1.1789e-08,2.5767e-07,8.9301e-09,1.2109e-06,2.5103e-08,2.6552e-06,2.662e-07,481.7,42.2,-0.8764,0.0527,-6.054,148.0,0.02032,0.000798,6.098,0.312,0.384,5.652,0.152,0.576,4.107,0.068,0.896,1.024,0.091,0.256,4.224,1.026,-0.192
3867,1.9492e-08,3.3638e-09,4.2905e-08,4.3285e-09,2.8301e-07,1.4175e-08,1.2036e-06,1.7498e-07,665.6,586.0,-0.3041,0.523,-1.423,0.292,0.002263,0.000791,3.254,0.295,0.0,2.913,0.142,0.128,1.302,0.06,0.704,0.299,0.091,-0.192,0.939,0.129,-0.32
3869,1.6039e-07,1.3197e-08,2.0184e-07,1.1696e-08,5.1302e-07,2.9335e-08,3.9311e-07,2.6123e-07,204.6,34.8,-0.9012,0.233,-3.561,4.27,0.00868,0.00199,1.251,0.205,1.088,1.002,0.1,1.152,0.886,0.049,1.088,2.752,0.466,0.384,8.64,4.369,-0.896
3870,1.6063e-06,1.8774e-08,1.7633e-06,1.7256e-08,3.6776e-06,4.4185e-08,7.2931e-06,5.1946e-07,204.7,23.0,-1.347,0.0546,-1.969,0.0354,0.07545,0.00515,14.113,0.455,0.512,13.929,0.226,0.704,11.881,0.106,1.152,2.688,0.091,0.64,8.448,0.326,0.128
3871,3.7366e-07,2.4957e-08,5.437e-07,2.3734e-08,1.2413e-06,6.7601e-08,3.6059e-06,9.4875e-07,147.0,24.1,-0.8783,0.267,-2.478,0.388,0.0134,0.00434,1.347,0.203,2.624,1.105,0.098,2.624,1.005,0.048,2.816,8.128,0.528,1.856,44.096,1.581,-1.472
3886,2.039e-07,1.2004e-08,2.2219e-07,1.1149e-08,5.9946e-07,2.9243e-08,9.0833e-07,3.3042e-07,92.55,10.9,-1.098,0.381,-2.825,0.578,0.01163,0.00585,2.268,0.208,0.192,2.11,0.102,0.384,1.48,0.047,0.896,10.56,0.143,0.512,12.48,0.326,0.0
3888,4.095e-08,7.6609e-09,4.3943e-08,5.912e-09,2.0513e-07,1.545e-08,1.3745e-06,2.4225e-07,1858.0,4.97,-1.208,0.255,-2.388,16.3,0.003028,0.000556,4.651,0.261,0.064,2.903,0.115,0.128,0.971,0.047,0.64,0.176,0.101,-0.124,1.736,0.202,-1.536
3890,2.1632e-07,1.6613e-08,3.3638e-07,1.5969e-08,5.0579e-07,4.3209e-08,2.5865e-07,3.7551e-07,103.6,17.4,-0.2716,0.649,-2.595,0.447,0.02411,0.0215,1.43,0.23,2.24,1.054,0.11,4.736,0.777,0.054,3.008,5.184,0.181,0.064,12.224,0.32,-1.856
3891,1.2557e-06,3.1111e-08,1.6787e-06,2.6695e-08,4.798e-06,8.046e-08,6.3222e-06,8.9058e-07,216.8,11.0,-0.688,0.0586,-2.082,0.0427,0.08691,0.00561,15.48,0.468,33.28,13.693,0.223,33.408,9.175,0.094,33.984,3.712,0.091,30.976,41.472,1.761,1.28
3893,2.011e-06,2.715e-08,3.7423e-06,3.1086e-08,9.9005e-06,7.9054e-08,2.5602e-06,4.8945e-07,201.9,6.88,-0.2817,0.0751,-3.188,0.311,0.05644,0.00413,4.048,0.266,12.736,3.696,0.129,13.568,3.544,0.063,13.44,12.736,0.091,6.336,35.648,1.09,1.28
3894,1.1007e-08,6.088e-09,1.5298e-08,4.8651e-09,7.2026e-08,1.1948e-08,2.0175e-07,1.4192e-07,94.1,380.0,-0.1328,10.1,-1.563,0.166,0.008519,0.142,1.63,0.208,0.0,0.691,0.091,0.064,0.343,0.043,0.768,0.752,0.023,-0.045,1.483,0.311,-0.32
3895,7.9631e-09,4.7634e-09,1.4285e-08,3.5637e-09,5.9184e-08,1.0079e-08,4.2483e-08,8.6494e-08,705.2,1.32,-1.19,2.53,-1.399,0.4,0.0008657,0.00241,0.755,0.195,-0.192,0.604,0.096,0.0,0.327,0.046,0.512,0.384,0.091,-0.192,0.768,0.091,-0.32
3899,3.415e-07,3.0341e-08,2.777e-07,2.1791e-08,5.2253e-07,6.7245e-08,2.2681e-06,1.2416e-06,144.4,23.8,0.3143,0.75,-3.772,4.0,0.01338,0.0108,0.512,0.175,2.944,0.467,0.088,0.256,0.343,0.043,0.256,13.184,1.77,0.128,44.384,9.4,-4.096
3900,5.6627e-07,2.7532e-08,7.1918e-07,2.7693e-08,1.2196e-06,8.3171e-08,0.0,7.1958e-07,114.6,10.4,-0.5697,0.313,-3.434,1.52,0.01808,0.00701,1.673,0.203,29.44,1.534,0.099,29.504,1.079,0.047,30.144,48.384,0.716,23.872,86.72,4.935,1.088
3904,1.4383e-09,7.4388e-10,3.0997e-09,8.8079e-10,1.3944e-08,2.9082e-09,6.9525e-08,4.153e-08,35.77,90.2,-1.16,7.13,-3.0,1.96,0.003931,0.0489,1.171,0.197,0.0,0.545,0.09,0.064,0.15,0.042,0.448,0.016,0.004,-0.005,0.036,0.01,-0.011
3905,7.7487e-07,1.7749e-08,1.2475e-06,1.9346e-08,3.8862e-06,5.5091e-08,5.856e-06,5.4455e-07,220.2,13.3,-0.6259,0.0773,-2.237,0.0822,0.04739,0.00386,4.675,0.281,15.104,4.39,0.138,15.232,3.914,0.066,15.872,5.184,0.547,13.12,24.256,3.032,0.704
