Common_Key,fluence_channel_1,error_fluence_channel_1,fluence_channel_2,error_fluence_channel_2,fluence_channel_3,error_fluence_channel_3,fluence_channel_4,error_fluence_channel_4,epeak,epeak_error,alpha,alpha_error,beta,beta_error,amplitude,amplitude_error,peak_flux_64ms,error_peak_flux_64ms,time_peak_flux_64ms,peak_flux_256ms,error_peak_flux_256ms,time_peak_flux_256ms,peak_flux_1024ms,error_peak_flux_1024ms,time_peak_flux_1024ms,T50,T50 Uncertainty,T50 Start Time,T90,T90 Uncertainty,T90 Start Time
3909,6.6633e-07,1.7767e-08,4.6883e-07,1.4673e-08,7.9001e-07,3.5498e-08,8.1299e-07,3.756e-07,113.5,6.04,-1.154,0.131,-4.076,3.47,0.02141,0.00326,2.824,0.23,6.72,2.773,0.114,6.72,1.908,0.052,7.04,7.424,0.487,2.112,18.304,1.18,-0.384
3910,1.0153e-08,1.9137e-09,1.6047e-08,1.9562e-09,2.5923e-08,4.8374e-09,8.3557e-09,3.4393e-08,115.3,32.2,0.2913,1.94,-7.089,398.0,0.007411,0.0162,2.444,0.23,0.0,0.934,0.098,0.064,0.241,0.043,0.832,0.056,0.018,-0.074,0.088,0.018,-0.09
3912,1.1765e-06,2.6631e-08,1.1865e-06,2.0952e-08,3.1856e-06,5.3874e-08,3.2175e-06,4.9017e-07,187.7,8.47,-0.9579,0.0668,-3.044,0.361,0.04101,0.00276,4.249,0.261,2.112,4.037,0.13,2.304,3.792,0.064,2.752,7.424,0.264,1.856,26.048,1.286,0.128
3913,9.8962e-07,3.355e-08,2.369e-06,3.6458e-08,6.7244e-06,9.4018e-08,2.7008e-06,7.1337e-07,229.2,24.9,-0.4044,0.195,-3.237,1.36,0.01219,0.00217,1.37,0.19,45.632,1.081,0.092,45.632,0.973,0.045,45.952,35.392,0.231,25.856,81.088,0.905,3.648
3914,1.2991e-07,3.1837e-08,2.009e-07,2.7037e-08,4.9625e-07,6.5562e-08,5.6811e-09,3.9517e-07,221.3,50.3,2.42,1.98,-3.271,2.41,0.008386,0.0108,0.499,0.168,6.272,0.323,0.081,-0.576,0.269,0.04,-0.064,21.248,3.323,-1.28,54.432,4.522,-7.168
3916,1.6707e-06,4.2194e-08,1.4722e-06,3.0428e-08,3.2987e-06,8.5397e-08,3.4489e-06,1.0195e-06,100.4,13.7,-0.9393,0.33,-2.321,0.143,0.02185,0.0101,1.295,0.178,7.232,1.136,0.087,7.552,1.046,0.043,8.064,32.128,0.716,8.896,115.456,8.768,0.64
3918,1.4709e-06,4.2396e-08,1.9139e-06,4.1488e-08,6.6789e-06,1.1766e-07,1.1452e-05,1.3785e-06,286.5,37.7,-0.5683,0.142,-2.2,0.212,0.01776,0.00233,2.277,0.244,17.216,1.997,0.118,17.28,1.789,0.057,17.984,20.864,0.716,12.16,110.464,2.057,0.192
3919,6.1947e-10,9.9131e-10,9.6015e-09,1.621e-09,2.0575e-08,4.8761e-09,2.2422e-08,3.5256e-08,120.5,61.5,-0.4907,1.96,-9.537,3.03,0.002126,0.00483,1.211,0.178,0.0,0.569,0.081,0.064,0.175,0.037,0.896,0.048,0.013,-0.076,0.132,0.029,-0.092
3921,7.4526e-09,3.5307e-09,2.6496e-08,3.3069e-09,2.8999e-07,1.1655e-08,1.0218e-06,1.2542e-07,290.6,53.1,1.373,0.747,-2.005,0.247,0.006981,0.00318,3.524,0.248,0.128,3.174,0.12,0.32,1.15,0.046,0.896,0.192,0.023,0.076,0.464,0.161,-0.036
3924,2.7775e-07,2.0112e-08,1.4026e-07,1.2828e-08,2.3366e-07,3.2341e-08,1.2477e-06,6.4475e-07,43.89,10.3,-0.9714,3.35,-2.358,0.136,0.02489,0.154,1.248,0.186,0.192,1.115,0.092,0.256,0.819,0.044,0.896,3.392,1.326,-2.672,10.464,1.59,-6.912
3926,7.1028e-09,8.8404e-09,1.0601e-07,1.2894e-08,5.3065e-07,4.4149e-08,2.1605e-06,3.8431e-07,930.9,1.1,-0.827,0.347,-3.657,77.5,0.00208,0.000499,1.209,0.225,6.208,0.865,0.109,-0.832,0.621,0.053,-0.448,7.104,0.181,-0.832,9.952,1.073,-3.072
3929,1.2142e-06,2.0376e-08,1.5098e-06,2.0699e-08,6.1038e-06,6.2683e-08,1.4657e-05,7.9697e-07,375.0,38.0,-0.9719,0.054,-2.128,0.123,0.02715,0.00139,4.358,0.257,4.8,3.969,0.125,4.992,3.456,0.06,5.312,8.448,0.264,3.968,28.544,4.033,0.896
3930,3.2298e-06,3.8076e-08,3.9461e-06,3.1655e-08,2.4032e-05,1.0236e-07,8.705e-05,1.2003e-06,578.3,23.5,-0.7546,0.0236,-2.966,0.358,0.06603,0.00111,11.545,0.431,7.232,10.72,0.209,8.0,10.342,0.103,8.064,8.512,0.091,6.272,172.736,27.264,1.792
3935,1.1222e-07,1.9702e-08,1.4681e-07,1.4371e-08,4.227e-07,4.2726e-08,6.4303e-06,1.0283e-06,259.5,103.0,-0.9328,0.411,-6.897,1.81,0.003232,0.0012,0.742,0.179,-0.128,0.494,0.087,0.064,0.39,0.043,0.768,7.616,0.87,-1.088,27.232,4.136,-12.288
3936,2.035e-07,7.486e-09,5.3069e-07,9.4344e-09,1.8791e-06,2.5763e-08,5.3872e-07,1.3756e-07,179.1,6.28,0.01779,0.0991,-3.501,0.565,0.07202,0.00739,6.351,0.306,1.92,5.893,0.148,2.048,4.379,0.068,2.304,1.536,0.045,0.592,2.88,0.045,0.016
3940,2.8306e-08,3.5619e-09,4.9347e-08,3.6549e-09,1.7976e-07,9.5008e-09,1.081e-07,6.8207e-08,308.2,129.0,-1.135,0.293,-3.596,12.9,0.003339,0.000845,3.199,0.228,0.384,2.33,0.106,0.384,1.048,0.046,0.832,0.256,0.091,0.128,0.576,0.091,-0.064
3941,1.7724e-07,1.9757e-08,1.834e-07,1.8134e-08,2.7658e-07,4.6816e-08,0.0,2.9237e-07,115.1,20.1,-0.7433,0.594,-9.044,8.11,0.006363,0.00447,0.63,0.186,0.064,0.421,0.091,0.256,0.347,0.046,-0.32,10.048,2.68,-6.144,52.096,9.447,-37.888
3954,1.1286e-06,2.6619e-08,1.5937e-06,2.2831e-08,6.0586e-06,6.3433e-08,1.8745e-05,7.0642e-07,299.6,28.3,-0.9988,0.0559,-2.02,0.0721,0.05542,0.00326,8.445,0.388,0.704,8.192,0.193,0.832,7.767,0.094,1.408,3.968,0.091,0.32,29.696,2.617,-2.288
4039,1.5048e-06,3.024e-08,2.1839e-06,3.1853e-08,1.042e-05,9.8001e-08,6.893e-05,1.7904e-06,1134.0,235.0,-0.6581,0.057,-9.265,2.3,0.02105,0.000927,7.088,0.327,0.128,5.45,0.151,2.816,5.084,0.072,3.456,22.528,0.264,3.84,58.816,4.994,0.32
4048,8.5159e-07,2.4631e-08,9.1825e-07,1.986e-08,4.6354e-06,5.117e-08,9.6764e-06,5.5713e-07,314.5,22.0,-0.3463,0.0779,-2.239,0.207,0.04145,0.00284,4.864,0.27,1.728,4.471,0.132,1.856,4.239,0.066,2.176,4.224,0.143,1.472,13.696,0.405,-0.192
4146,8.9847e-07,4.3016e-08,1.0648e-06,3.4947e-08,1.4474e-06,9.0494e-08,1.1483e-06,9.1823e-07,89.94,9.07,-0.3186,0.613,-3.07,0.644,0.03001,0.0249,1.1,0.205,10.048,0.872,0.1,13.568,0.66,0.049,13.76,16.384,0.487,2.368,42.592,4.098,-12.288
4157,1.0731e-06,2.7375e-08,1.2512e-06,2.3874e-08,1.645e-06,5.8515e-08,7.0114e-07,4.6699e-07,96.42,2.34,0.4612,0.204,-3.852,0.427,0.2082,0.0551,2.316,0.236,7.488,2.272,0.116,7.488,2.096,0.058,7.936,6.464,0.272,4.352,20.032,1.669,-0.128
4216,6.5818e-07,2.2957e-08,5.0053e-07,2.0389e-08,1.2691e-06,5.5824e-08,3.2118e-06,8.1045e-07,110.2,25.3,-0.6752,0.505,-2.098,0.133,0.02216,0.0159,1.642,0.215,7.872,1.513,0.105,8.064,1.198,0.05,8.768,10.496,0.792,6.336,25.472,2.312,-0.96
4312,1.1084e-06,1.6307e-08,9.8197e-07,1.3981e-08,1.3328e-06,3.1012e-08,6.8216e-07,2.5202e-07,99.33,3.17,-1.366,0.0623,-3.019,0.325,0.06243,0.005,9.171,0.37,0.576,8.772,0.182,0.768,6.934,0.083,1.024,2.048,0.143,0.256,9.024,1.518,-2.704
4388,3.7084e-07,4.7189e-08,4.7205e-07,4.6055e-08,1.3034e-06,1.2825e-07,3.6169e-07,1.043e-06,348.2,170.0,-0.8309,0.346,-2.317,1.12,0.004189,0.00129,1.288,0.26,0.704,0.966,0.125,0.896,0.866,0.063,0.896,60.032,1.421,3.2,71.04,2.499,0.0
4556,2.227e-06,2.7119e-08,3.6706e-06,3.095e-08,1.1731e-05,8.5624e-08,1.8766e-05,7.5733e-07,292.3,12.9,-0.7625,0.0331,-2.281,0.128,0.1247,0.0043,16.576,0.488,1.728,15.89,0.239,1.92,14.074,0.113,2.432,2.368,0.091,1.216,13.088,1.042,-7.104
4653,8.3974e-07,6.0647e-08,9.0519e-07,4.8863e-08,1.6603e-06,1.2445e-07,0.0,1.0616e-06,108.9,9.81,-0.9073,0.287,-6.286,227.0,0.01808,0.00619,1.545,0.225,2.88,1.235,0.108,3.008,0.975,0.052,3.264,33.632,1.026,-30.72,51.68,1.28,-45.056
4710,3.2355e-07,1.2223e-08,3.6865e-07,1.2052e-08,9.7936e-07,3.5231e-08,2.4197e-06,4.6721e-07,83.82,18.3,0.049,0.938,-1.957,0.0638,0.1058,0.159,3.012,0.263,0.512,2.894,0.13,0.512,2.395,0.062,1.024,3.264,0.143,0.704,9.984,1.026,0.128
4744,4.9026e-09,1.7306e-09,1.1568e-08,1.653e-09,3.8154e-08,5.2986e-09,8.9304e-08,6.3483e-08,152.2,127.0,0.1809,2.38,-2.037,0.924,0.004819,0.0138,2.296,0.218,0.0,0.912,0.091,0.064,0.268,0.041,0.64,0.128,0.091,-0.128,0.128,0.091,-0.128
4745,5.7741e-07,8.2008e-08,7.0096e-07,7.9081e-08,3.6249e-06,2.3487e-07,4.6105e-06,2.6259e-06,245.0,103.0,-0.4213,0.421,-1.542,0.118,0.0152,0.00723,1.68,0.263,8.32,1.485,0.129,8.512,1.382,0.064,9.28,246.688,0.143,8.768,259.488,0.516,1.088
4776,2.8809e-08,3.0176e-09,4.8194e-08,3.5196e-09,3.0391e-07,1.1851e-08,1.383e-06,1.7582e-07,517.6,500.0,-0.5071,0.277,-5.529,2.21,0.00512,0.00169,5.54,0.288,0.064,4.593,0.137,0.192,1.435,0.05,0.576,0.192,0.091,0.0,0.448,0.091,-0.064
4814,2.4869e-07,1.2072e-08,3.0562e-07,9.6631e-09,1.2141e-06,2.8596e-08,1.0639e-06,2.8346e-07,218.7,18.1,-0.3425,0.123,-2.264,0.198,0.03617,0.00467,4.441,0.264,1.536,3.618,0.122,1.6,2.943,0.057,2.24,1.38,0.066,0.756,2.964,0.066,0.132
4871,4.4165e-09,3.3207e-09,1.1845e-08,3.3832e-09,8.2989e-08,9.0362e-09,5.4925e-08,6.4702e-08,232.3,152.0,-0.05156,1.37,-2.388,2.03,0.002922,0.00351,3.557,0.228,0.0,1.238,0.091,0.128,0.377,0.041,0.512,0.128,0.091,-0.064,0.384,0.091,-0.128
4959,1.9291e-07,2.3905e-08,3.0492e-07,2.2918e-08,9.0612e-07,6.2228e-08,2.8176e-06,8.1761e-07,458.4,1.08,-1.113,0.538,-3.131,116.0,0.002769,0.00169,0.71,0.184,2.112,0.494,0.089,2.304,0.41,0.044,0.0,11.008,1.346,-1.152,31.328,4.868,-9.216
5080,9.9863e-07,1.9579e-08,4.6425e-07,1.1056e-08,3.6655e-07,2.7046e-08,2.9421e-07,3.2659e-07,69.27,2.79,-0.649,0.289,-3.241,0.326,0.05944,0.025,4.523,0.254,8.768,3.998,0.124,8.832,1.877,0.051,9.216,6.912,0.091,1.728,9.536,0.231,-0.064
5206,1.01e-08,3.0272e-09,2.6206e-08,3.6265e-09,1.9972e-07,1.219e-08,2.3739e-06,2.117e-07,552.0,1.47,-0.2739,1.31,-1.023,0.351,0.001779,0.00208,3.465,0.279,0.064,2.602,0.127,0.256,0.869,0.05,0.64,0.176,0.023,0.029,0.304,0.023,-0.019
5212,5.1889e-09,2.9105e-09,2.1877e-08,3.8772e-09,1.3925e-07,1.314e-08,5.6832e-07,1.6254e-07,250.9,141.0,1.13,1.74,-1.77,0.743,0.005382,0.00781,2.401,0.254,0.0,1.546,0.119,0.192,0.63,0.053,0.64,0.256,0.023,0.019,0.384,0.097,-0.013
5255,1.2033e-06,2.7182e-08,9.144e-07,2.4842e-08,1.0289e-06,7.0056e-08,0.0,5.3205e-07,54.95,3.55,-0.828,0.507,-2.834,0.214,0.05662,0.0475,1.182,0.218,12.096,1.094,0.107,12.224,1.036,0.054,12.224,15.744,0.861,3.968,69.472,13.67,-25.6
5277,2.5241e-08,3.2752e-09,7.5374e-08,4.1403e-09,5.8295e-07,1.3867e-08,2.2916e-06,1.4372e-07,431.2,80.6,0.5234,0.352,-2.194,0.381,0.005319,0.00103,8.143,0.332,0.128,7.32,0.159,0.256,2.53,0.057,0.64,0.192,0.023,0.053,0.496,0.023,-0.027
5305,4.1491e-07,3.3714e-08,3.686e-07,2.2194e-08,2.9587e-07,5.5473e-08,2.7356e-06,1.2235e-06,140.5,58.3,-1.182,0.521,-2.99,5.03,0.004377,0.00278,1.321,0.203,0.0,0.918,0.095,0.064,0.581,0.045,0.576,23.936,0.547,0.704,31.584,4.533,-3.072
5339,7.559e-08,4.5292e-09,1.2747e-07,4.8153e-09,1.0326e-06,1.5985e-08,7.9519e-06,2.0067e-07,1061.0,393.0,-0.6533,0.104,-6.867,2.47,0.01218,0.000994,7.776,0.335,0.384,7.01,0.159,0.576,4.519,0.067,0.96,0.448,0.091,0.192,0.832,0.091,0.0
5389,7.326e-07,1.8427e-08,1.2695e-06,1.9825e-08,3.4098e-06,5.2197e-08,1.615e-06,4.2396e-07,202.1,15.8,-0.4279,0.115,-2.305,0.181,0.04026,0.00513,4.431,0.269,2.88,4.137,0.131,2.944,3.742,0.063,3.648,10.816,0.453,2.752,23.744,0.202,0.832
5411,4.9381e-07,1.8093e-08,3.6563e-07,1.4864e-08,5.2888e-07,3.6819e-08,8.1257e-08,2.7267e-07,78.83,6.05,-0.5797,0.451,-2.823,0.271,0.03605,0.0236,0.858,0.175,1.792,0.791,0.086,2.368,0.746,0.043,2.944,5.184,0.389,1.472,27.136,8.013,-0.96
5412,1.7668e-06,5.7309e-08,1.4111e-06,3.8796e-08,2.4006e-06,1.0803e-07,4.7971e-06,1.4946e-06,175.4,24.9,-0.97,0.178,-3.302,3.15,0.01588,0.00315,1.622,0.229,54.976,1.391,0.114,54.4,1.289,0.056,55.104,42.56,0.81,17.024,98.848,2.851,-12.288
5415,5.5272e-07,1.8861e-08,7.4266e-07,1.9172e-08,1.7404e-06,4.9999e-08,5.1452e-07,3.6802e-07,141.4,10.4,0.07523,0.264,-2.645,0.226,0.04424,0.0135,1.585,0.211,2.432,1.404,0.103,4.352,1.344,0.051,4.736,8.064,0.264,2.944,25.856,1.675,-0.064
5416,4.892e-07,1.8141e-08,5.5307e-07,1.8287e-08,1.4403e-06,4.8908e-08,9.382e-07,4.3999e-07,132.0,12.9,-0.8136,0.232,-2.805,0.45,0.01944,0.00533,1.606,0.205,1.728,1.311,0.1,1.92,1.219,0.049,2.56,13.248,0.202,2.176,23.232,1.866,-0.192
5417,8.0854e-07,1.1631e-08,1.0452e-06,1.286e-08,3.3306e-06,3.5204e-08,5.4061e-06,3.4198e-07,194.4,7.12,-0.7258,0.0509,-2.378,0.062,0.08325,0.00465,8.25,0.32,1.152,8.158,0.16,1.152,7.208,0.076,1.6,2.496,0.091,0.896,16.064,2.113,0.064
5419,8.8659e-07,2.361e-08,9.1729e-07,2.1162e-08,1.6588e-06,5.7259e-08,6.0703e-08,3.7189e-07,106.1,11.1,-1.087,0.231,-2.571,0.279,0.01984,0.00607,3.9,0.264,13.184,3.429,0.127,13.376,2.27,0.057,13.952,8.576,0.181,6.144,22.784,1.231,1.28
5420,5.3819e-07,4.2772e-08,4.2317e-07,3.4857e-08,1.1632e-06,8.3217e-08,5.327e-06,1.3951e-06,411.0,224.0,-0.9873,0.331,-3.802,27.5,0.002483,0.000652,0.561,0.172,-0.448,0.458,0.084,-1.152,0.331,0.041,-0.448,20.384,1.332,-3.072,51.552,5.85,-10.24
5428,3.8196e-07,3.3538e-08,3.6691e-07,2.8409e-08,4.3442e-07,7.6729e-08,0.0,4.0348e-07,105.9,10.9,-0.5081,0.398,-2.647,0.278,0.0323,0.0168,1.668,0.241,39.232,1.406,0.118,39.296,1.183,0.057,39.424,16.96,1.93,37.888,98.496,8.033,-1.6
5429,1.2494e-06,7.4882e-08,1.1003e-06,4.8228e-08,4.1481e-06,1.4012e-07,7.9685e-06,1.8051e-06,338.2,29.4,-0.07881,0.156,-4.413,5.83,0.01291,0.00135,2.218,0.238,0.448,2.038,0.117,0.512,1.767,0.056,1.088,155.904,0.979,7.872,200.192,3.265,0.384
5433,4.4573e-07,2.6094e-08,5.8913e-07,2.4308e-08,1.4542e-06,7.246e-08,3.5915e-06,1.1126e-06,194.8,10.9,-0.7183,0.0841,-3.206,0.756,0.03471,0.00307,3.134,0.244,2.496,2.827,0.119,2.624,2.682,0.059,2.688,16.448,3.905,1.472,75.968,2.207,-0.832
5439,7.0784e-08,5.6878e-09,1.0253e-07,5.7019e-09,4.3737e-07,1.5404e-08,2.0741e-06,2.0189e-07,648.1,220.0,-0.9842,0.113,-1.951,0.325,0.00737,0.000662,13.265,0.401,0.448,6.788,0.153,0.576,2.32,0.055,0.832,0.192,0.091,0.384,4.544,0.143,-0.064
5448,2.1613e-09,2.3697e-09,1.1487e-08,3.1375e-09,2.1592e-07,1.0644e-08,8.3694e-07,1.2158e-07,459.5,178.0,0.641,0.764,-1.774,0.346,0.001951,0.000716,1.297,0.18,0.64,1.002,0.087,0.704,0.765,0.042,0.832,0.512,0.023,0.049,0.896,0.059,-0.196
5450,7.4193e-07,3.9832e-08,1.1073e-06,4.1421e-08,4.6254e-06,1.1502e-07,1.02e-05,1.4272e-06,327.8,17.4,-0.5175,0.0685,-4.384,3.61,0.02361,0.00124,4.471,0.275,17.088,4.153,0.133,17.28,2.67,0.057,17.728,8.32,0.264,8.896,172.16,1.903,2.304
5451,9.8408e-07,2.1151e-08,1.4155e-06,2.0478e-08,4.2462e-06,5.4259e-08,1.8423e-06,4.437e-07,215.7,5.45,-0.1726,0.0617,-5.214,4.16,0.0558,0.00311,4.513,0.255,11.008,4.303,0.126,11.008,3.999,0.062,11.264,5.12,0.143,9.6,24.512,0.834,1.92
5454,6.8401e-07,2.9025e-08,5.3097e-07,2.4894e-08,1.155e-06,7.2085e-08,7.0373e-07,7.91e-07,244.2,170.0,-1.642,0.198,-2.633,3.98,0.004985,0.00107,1.155,0.209,0.0,1.02,0.1,0.32,0.799,0.049,0.896,16.896,0.286,2.048,35.872,2.45,-6.08
5456,9.7238e-08,7.6317e-09,1.7241e-07,7.9808e-09,4.8803e-07,2.1178e-08,4.8162e-07,1.9986e-07,171.1,21.5,-0.7721,0.226,-3.414,2.3,0.01063,0.00255,3.442,0.241,0.32,2.874,0.114,0.192,1.547,0.049,0.704,2.048,0.143,0.128,3.904,0.643,-0.064
5463,8.6416e-07,4.8832e-08,9.0098e-07,3.35e-08,2.7478e-06,8.881e-08,7.8798e-06,1.1807e-06,235.0,39.1,-0.7617,0.256,-9.088,9.03,0.007062,0.00156,1.086,0.198,19.136,0.761,0.095,27.328,0.63,0.047,21.76,23.552,0.59,5.952,65.568,2.009,-9.728
5466,9.3193e-07,4.4272e-08,4.5666e-07,2.5028e-08,3.6713e-07,6.558e-08,8.0468e-07,9.8549e-07,54.51,15.0,-1.645,0.254,-3.595,4.78,0.009698,0.00335,0.839,0.202,0.192,0.734,0.101,1.088,0.646,0.05,1.152,5.696,0.666,-2.288,16.288,3.666,-7.168
5469,1.5083e-08,4.2267e-09,5.8592e-08,5.2267e-09,3.1911e-07,1.5407e-08,3.0621e-07,1.2064e-07,251.3,26.0,0.3028,0.325,-6.444,69.4,0.009358,0.00222,3.202,0.259,0.0,2.098,0.112,0.192,1.144,0.049,0.896,0.96,0.023,0.027,1.504,0.051,-0.069
5470,2.7579e-07,1.7326e-08,4.6065e-07,1.7946e-08,2.3438e-06,5.0389e-08,1.8604e-05,8.5074e-07,832.5,94.7,-0.4914,0.0556,-1.78,0.0999,0.01699,0.000579,5.789,0.31,0.128,4.794,0.143,0.256,4.296,0.068,2.688,2.432,0.707,1.28,30.4,0.389,0.064
5471,5.0828e-08,5.5268e-09,5.4876e-08,5.7192e-09,7.5339e-07,1.8363e-08,1.0969e-05,3.7642e-07,1244.0,378.0,-0.2504,0.117,-7.355,2.52,0.006317,0.000492,2.973,0.241,0.128,2.464,0.111,1.152,2.103,0.054,1.088,0.814,0.023,0.298,1.758,0.023,-0.006
5473,1.4054e-06,3.2289e-08,1.8721e-06,3.3262e-08,7.1849e-06,1.0308e-07,1.5738e-05,1.413e-06,411.6,35.6,-0.6495,0.0729,-7.629,959.0,0.01759,0.000978,3.998,0.271,51.84,3.788,0.133,51.84,2.941,0.061,51.968,15.104,0.143,44.096,80.64,3.083,5.824
5474,9.9646e-07,2.9042e-08,5.1717e-07,1.7708e-08,7.2699e-07,3.9308e-08,4.6745e-07,3.626e-07,56.72,2.5,0.01912,0.666,-3.289,0.221,0.2068,0.22,1.016,0.181,4.352,0.909,0.09,4.544,0.808,0.045,5.312,5.824,0.373,3.072,18.432,11.143,-1.28
5475,4.4474e-07,3.0499e-08,5.4926e-07,2.9533e-08,1.983e-06,7.6279e-08,3.7552e-06,9.9698e-07,345.9,53.9,-0.5273,0.15,-2.17,0.254,0.01014,0.00129,2.717,0.22,1.408,2.416,0.106,1.472,1.391,0.046,1.728,25.664,3.137,1.088,72.8,5.033,-8.704
5476,8.6924e-07,2.475e-08,8.6833e-07,2.1014e-08,1.8136e-06,5.6775e-08,1.1009e-06,5.4449e-07,134.4,15.7,-0.9479,0.206,-2.47,0.25,0.02018,0.00513,2.789,0.236,15.104,2.55,0.116,15.168,1.996,0.054,15.488,13.248,0.202,2.624,21.888,1.993,0.192
5477,7.2387e-07,1.5336e-08,1.0693e-06,1.6192e-08,7.8923e-06,5.3022e-08,0.00010147,9.2041e-07,1988.0,318.0,-0.7081,0.025,-2.176,0.69,0.06314,0.00118,29.352,0.694,1.536,23.874,0.311,1.664,18.434,0.136,2.368,1.344,0.091,0.96,17.088,0.707,0.128
5478,1.3888e-06,5.2558e-08,2.1314e-06,5.4954e-08,5.8728e-06,1.6364e-07,2.3373e-06,1.4856e-06,183.2,5.6,0.5312,0.123,-3.782,0.687,0.07163,0.00832,3.095,0.24,2.368,2.959,0.119,2.176,2.772,0.059,2.496,262.784,0.405,6.08,296.96,2.753,1.28
5479,1.467e-06,3.304e-08,1.7331e-06,2.9269e-08,4.1512e-06,8.6374e-08,5.0851e-06,9.914e-07,253.7,26.7,-1.216,0.0668,-2.677,0.508,0.02187,0.00151,2.893,0.23,52.416,2.756,0.115,52.608,2.5,0.056,53.12,38.272,0.345,17.728,137.344,9.486,1.92
5480,1.055e-06,3.0715e-08,8.5677e-07,2.2133e-08,9.7981e-07,5.9083e-08,0.0,3.1507e-07,96.09,6.27,-0.3012,0.394,-4.449,4.17,0.02681,0.0133,0.826,0.17,2.752,0.65,0.082,2.944,0.573,0.041,3.456,23.68,1.506,7.04,47.296,17.218,1.024
5482,2.0592e-06,1.1111e-07,2.6621e-06,1.1077e-07,7.1928e-06,3.1754e-07,6.6752e-06,3.1955e-06,202.8,47.4,-0.5656,0.351,-2.741,1.38,0.008987,0.00332,1.287,0.241,21.824,1.154,0.116,13.12,0.981,0.057,22.016,126.944,1.118,-113.664,253.28,9.909,-163.84
5484,4.7325e-07,2.2209e-08,6.3042e-07,2.004e-08,2.0405e-06,5.4567e-08,3.2356e-06,5.5503e-07,253.3,26.5,-0.9487,0.101,-2.555,0.326,0.02006,0.00192,2.951,0.239,4.288,2.679,0.119,4.416,2.368,0.058,5.056,13.184,1.096,2.816,64.576,8.832,0.256
5485,3.0688e-08,7.0436e-09,3.4263e-08,6.4836e-09,1.184e-07,1.7042e-08,3.2591e-07,2.4999e-07,239.9,135.0,-0.6981,0.657,-2.365,1.39,0.003119,0.00201,0.627,0.171,-0.704,0.396,0.084,-1.216,0.285,0.041,-0.704,1.792,0.389,-1.792,3.84,0.89,-2.048
5486,6.7402e-06,5.0188e-08,7.8866e-06,4.006e-08,2.6133e-05,1.1376e-07,5.2081e-05,1.2909e-06,322.5,18.9,-0.9798,0.0354,-2.044,0.0453,0.08064,0.00283,10.332,0.374,75.264,9.345,0.181,75.456,8.48,0.087,76.16,14.976,0.091,63.168,86.72,0.143,2.496
5488,8.8859e-10,1.224e-09,5.9426e-09,1.6638e-09,4.0882e-08,5.0309e-09,2.0516e-08,3.2556e-08,214.3,88.1,0.9978,2.27,-6.538,236.0,0.002519,0.00411,1.087,0.181,0.0,0.718,0.084,0.128,0.184,0.038,0.576,0.096,0.045,-0.066,0.192,0.045,-0.098
5489,4.2276e-06,5.3422e-08,4.8018e-06,4.1572e-08,1.7442e-05,1.2195e-07,2.445e-05,1.37e-06,311.6,9.55,-0.6742,0.0319,-3.002,0.223,0.078,0.00218,9.958,0.361,47.488,9.436,0.177,47.616,8.735,0.086,48.0,22.784,0.389,35.584,140.48,0.543,4.992
5490,2.5914e-07,2.2006e-08,3.7368e-07,2.0287e-08,6.4611e-07,4.5667e-08,0.0,2.2358e-07,146.5,13.2,0.6631,0.576,-4.601,5.24,0.02646,0.015,1.138,0.213,4.544,0.969,0.103,4.736,0.664,0.05,5.248,9.28,0.834,4.16,18.368,0.604,-0.32
5491,7.4868e-09,1.7146e-09,1.4078e-08,1.8472e-09,4.748e-08,4.9516e-09,0.0,3.6862e-08,148.0,59.8,-0.8068,0.907,-4.222,32.3,0.00288,0.00283,2.061,0.211,0.064,1.143,0.094,0.192,0.395,0.041,0.512,0.072,0.011,-0.015,0.144,0.025,-0.055
5492,1.7961e-07,2.4055e-08,3.3698e-07,2.6121e-08,1.4486e-06,8.0246e-08,4.6173e-06,1.1029e-06,377.4,73.6,-0.4919,0.196,-3.088,2.17,0.006507,0.00099,1.117,0.194,3.456,1.006,0.096,3.584,0.819,0.046,4.096,9.792,2.166,-5.12,148.48,1.59,-141.312
5493,7.8334e-07,6.2516e-08,9.1654e-07,4.1722e-08,1.8501e-06,1.0897e-07,2.8873e-06,1.1689e-06,112.0,37.5,0.3266,1.44,-2.034,0.187,0.02812,0.055,1.183,0.193,32.704,0.808,0.092,32.896,0.57,0.046,0.0,26.72,3.482,-8.192,70.944,1.145,-25.6
5494,5.9541e-08,1.3058e-08,5.533e-08,1.2114e-08,2.9424e-07,3.5873e-08,7.3916e-07,5.0359e-07,275.5,64.6,0.9137,0.707,-2.011,0.359,0.007828,0.0041,0.997,0.207,0.896,0.881,0.101,0.96,0.752,0.05,1.472,18.88,1.154,0.832,32.0,3.203,-0.32
5495,4.594e-07,3.2822e-08,4.9256e-07,2.7848e-08,1.3022e-06,6.7039e-08,1.1122e-06,5.8178e-07,167.7,53.1,-1.132,0.261,-1.96,0.103,0.01343,0.00453,2.394,0.232,0.256,2.124,0.113,0.448,1.792,0.055,0.96,3.264,0.389,0.0,26.272,14.5,-13.056
